IRICategoryId,IRIUPC,UPCName,Category,SubCategory,ParentCompany,Manufacturer,IRIUPC_SixDigit,IRIUPC_EightDigit,IRIUPC_NineDigit,IRIUPC_TenDigit,IRIUPC_TenDigitV2,IRIUPC_ElevenDigit,IRIUPC_ElevenDigitV2,LastUpdatedUserId,IsDeleted,LineageID,Modified,Created,IsPepsiCategory,BU,LineExtension,TradeMark,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IRIUPC_SrcEightDigit,IRIUPC_SrcNineDigit,IRIUPC_SrcTenDigit,ItemLaunchWeek,ItemLaunchYear,BrandLaunchWeek,BrandLaunchYear,CustomUSPackage,IRICategoryHead
7104,0012000014101,MOUNTAIN DEW SODA NEON CAN IN BOX 24 CT 576 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001410,200001410,1200001410,0120000141,01200001410,00120000141,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,24 CT,24.0,12000014,120000141,1200001410,NOT Qualified,NOT Qualified,Before 2013,Before 2013,CAN,
7105,0012000014131,MOUNTAIN DEW GAME FUEL SODA WILD FRUIT PUNCH CAN IN BOX 12 CT 144 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001413,200001413,1200001413,0120000141,01200001413,00120000141,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW GAME FUEL,MOUNTAIN DEW,N/A,12 CT,12.0,12000014,120000141,1200001413,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
7106,0012000014182,MOUNTAIN DEW SODA DEW PLASTIC BOTTLE 1 CT 12 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001418,200001418,1200001418,0120000141,01200001418,00120000141,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,1 CT,12.0,12000014,120000141,1200001418,Wk - 01-19-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
7107,0012000014203,AQUAFINA NATURAL PURIFIED WATER PLSTC WRPD PLSTC BTL 8 CT 96 OZ ,BOTTLED WATER,REG UNFLAVORED NJSW (RUNJSW),PEPSICO INC,PCNA,000014,00001420,200001420,1200001420,0120000142,01200001420,00120000142,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,AQUAFINA BASE,AQUAFINA,N/A,8 CT,12.0,12000014,120000142,1200001420,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7108,0012000014222,CAFFEINE FREE DIET PEPSI SODA COLA PLASTIC BOTTLE 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001422,200001422,1200001422,0120000142,01200001422,00120000142,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,8 CT,12.0,12000014,120000142,1200001422,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7109,0012000014231,SIERRA MIST SODA LEMON LIME PLASTIC BTL FRDG PCK 8 CT 96 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001423,200001423,1200001423,0120000142,01200001423,00120000142,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SIERRA MIST BASE,SIERRA MIST,N/A,8 CT,12.00,12000014,120000142,1200001423,,,,,,
7110,0012000014241,SIERRA MIST SODA LEMON LIME PLASTIC BOTTLE 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001424,200001424,1200001424,0120000142,01200001424,00120000142,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,SIERRA MIST BASE,SIERRA MIST,N/A,8 CT,12.0,12000014,120000142,1200001424,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7111,0012000014251,PEPSI SODA COLA PLASTIC BTL FRDG PCK 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001425,200001425,1200001425,0120000142,01200001425,00120000142,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,8 CT,12.0,12000014,120000142,1200001425,NOT Qualified,NOT Qualified,Before 2013,Before 2013,PLASTIC BOTTLE,
7112,0012000014261,PEPSI SODA COLA PLASTIC BOTTLE 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001426,200001426,1200001426,0120000142,01200001426,00120000142,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,8 CT,12.0,12000014,120000142,1200001426,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7113,0012000014281,MOUNTAIN DEW GAME FUEL SODA WILD FRUIT PUNCH CAN IN BOX 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001428,200001428,1200001428,0120000142,01200001428,00120000142,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW GAME FUEL,MOUNTAIN DEW,N/A,8 CT,12.0,12000014,120000142,1200001428,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
7114,0012000014291,DIET PEPSI SODA COLA PLST BTL IN FRDG PCK 8 CT 96 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001429,200001429,1200001429,0120000142,01200001429,00120000142,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,8 CT,12.00,12000014,120000142,1200001429,,,,,,
7115,0012000014301,DIET PEPSI SODA COLA PLSTC WRPD PLST BTLS 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001430,200001430,1200001430,0120000143,01200001430,00120000143,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,8 CT,12.0,12000014,120000143,1200001430,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7116,0012000014321,DIET PEPSI SODA COLA PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001432,200001432,1200001432,0120000143,01200001432,00120000143,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,1 CT,20.0,12000014,120000143,1200001432,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7117,0012000014461,MOUNTAIN DEW GAME FUEL SODA WILD FRUIT PUNCH CAN 1 CT 12 OZ - 0012000014461,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001446,200001446,1200001446,0120000144,01200001446,00120000144,PChaturvedula,True,2016,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW GAME FUEL,MOUNTAIN DEW,,,,,,,,,,,,
7118,0012000014582,TROPICANA TWISTER SODA ORANGE CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001458,200001458,1200001458,0120000145,01200001458,00120000145,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,12 CT,12.00,12000014,120000145,1200001458,,,,,,
7119,0012000014592,TROPICANA TWISTER SODA ORANGE CAN IN BOX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001459,200001459,1200001459,0120000145,01200001459,00120000145,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,12 CT,12.00,12000014,120000145,1200001459,,,,,,
7120,0012000014602,TROPICANA TWISTER SODA ORANGE PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001460,200001460,1200001460,0120000146,01200001460,00120000146,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,1 CT,67.6,12000014,120000146,1200001460,NOT Qualified,NOT Qualified,Before 2013,Before 2013,PLASTIC BOTTLE,
7121,0012000014631,TROPICANA TWISTER SODA GRAPE CAN 15 CT 120 OZ ,N/A,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001463,200001463,1200001463,0120000146,01200001463,00120000146,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,15 CT,8.0,12000014,120000146,1200001463,NOT Qualified,NOT Qualified,Before 2013,Before 2013,CAN,
7122,0012000014651,TROPICANA TWISTER SODA GRAPE CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001465,200001465,1200001465,0120000146,01200001465,00120000146,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,12 CT,12.00,12000014,120000146,1200001465,,,,,,
7123,0012000014672,TROPICANA TWISTER SODA GRAPE PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001467,200001467,1200001467,0120000146,01200001467,00120000146,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,1 CT,67.60,12000014,120000146,1200001467,,,,,,
7124,0012000014682,TROPICANA TWISTER SODA GRAPE PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001468,200001468,1200001468,0120000146,01200001468,00120000146,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,1 CT,20.00,12000014,120000146,1200001468,,,,,,
7125,0012000014701,MOUNTAIN DEW SODA CITRUS DEW PLASTIC BOTTLE IN BX 24 CT 576 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001470,200001470,1200001470,0120000147,01200001470,00120000147,IRI2018Update,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,24 CT,24.00,12000014,120000147,1200001470,,,,,,
7126,0012000014731,TROPICANA TWISTER SODA ORANGE CAN 12 CT 144 OZ - 0012000014731,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001473,200001473,1200001473,0120000147,01200001473,00120000147,IRI2018Update,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
7127,0012000014741,TROPICANA TWISTER SODA ORANGE CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001474,200001474,1200001474,0120000147,01200001474,00120000147,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,12 CT,12.0,12000014,120000147,1200001474,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
7128,0012000014752,TROPICANA TWISTER SODA ORANGE CAN IN BOX 12 CT 144 OZ - 0012000014752,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001475,200001475,1200001475,0120000147,01200001475,00120000147,PChaturvedula,True,2016,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,,,,,,,,,,,,
7129,0012000014761,TROPICANA TWISTER SODA ORANGE PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001476,200001476,1200001476,0120000147,01200001476,00120000147,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,1 CT,67.6,12000014,120000147,1200001476,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7130,0012000014771,TROPICANA TWISTER SODA ORANGE PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001477,200001477,1200001477,0120000147,01200001477,00120000147,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,1 CT,20.0,12000014,120000147,1200001477,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7131,0012000014812,TROPICANA TWISTER SODA STRAWBERRY CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001481,200001481,1200001481,0120000148,01200001481,00120000148,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,12 CT,12.00,12000014,120000148,1200001481,,,,,,
7132,0012000014822,TROPICANA TWISTER SODA STRAWBERRY CAN IN BOX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001482,200001482,1200001482,0120000148,01200001482,00120000148,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,12 CT,12.00,12000014,120000148,1200001482,,,,,,
7133,0012000014832,TROPICANA TWISTER SODA STRAWBERRY PLASTIC BOTTLE 1 CT 67.6 OZ - 0012000014832,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001483,200001483,1200001483,0120000148,01200001483,00120000148,PChaturvedula,True,2016,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,,,,,,,,,,,,
7134,0012000014843,TROPICANA TWISTER SODA STRAWBERRY PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001484,200001484,1200001484,0120000148,01200001484,00120000148,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,TROPICANA TWISTER,TROPICANA TWISTER,N/A,1 CT,20.0,12000014,120000148,1200001484,NOT Qualified,NOT Qualified,Before 2013,Before 2013,PLASTIC BOTTLE,
7135,0012000014853,AQUAFINA NATURAL PURIFIED WATER PLSTC WRPD PLSTC BTL 35 CT 591.5 OZ ,BOTTLED WATER,REG UNFLAVORED NJSW (RUNJSW),PEPSICO INC,PCNA,000014,00001485,200001485,1200001485,0120000148,01200001485,00120000148,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,0,Beverages,AQUAFINA BASE,AQUAFINA,N/A,35 CT,16.9,12000014,120000148,1200001485,Wk - 03-09-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
7136,0012000014871,CAFFEINE FREE PEPSI SODA COLA PLASTIC BOTTLE 8 CT 135.2 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001487,200001487,1200001487,0120000148,01200001487,00120000148,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,8 CT,16.9,12000014,120000148,1200001487,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7137,0012000014881,CAFFEINE FREE DIET PEPSI SODA COLA PLASTIC BOTTLE 8 CT 135.2 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001488,200001488,1200001488,0120000148,01200001488,00120000148,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,8 CT,16.9,12000014,120000148,1200001488,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7138,0012000014901,WILD CHERRY PEPSI SODA WILD CHERRY COLA PLASTIC BOTTLE 8 CT 135.2 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001490,200001490,1200001490,0120000149,01200001490,00120000149,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WILD CHERRY,PEPSI,N/A,8 CT,16.9,12000014,120000149,1200001490,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
7139,0012000014982,PEPSI WITH LIME SODA LIME COLA PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000014,00001498,200001498,1200001498,0120000149,01200001498,00120000149,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,1 CT,67.60,12000014,120000149,1200001498,,,,,,
7140,0012000015061,PEPSI WITH LIME SODA LIME COLA CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001506,200001506,1200001506,0120000150,01200001506,00120000150,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,12 CT,12.0,12000015,120000150,1200001506,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
7141,0012000015071,PEPSI WITH LIME SODA LIME COLA CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001507,200001507,1200001507,0120000150,01200001507,00120000150,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,12 CT,12.00,12000015,120000150,1200001507,,,,,,
7142,0012000015081,PEPSI WITH LIME SODA LIME COLA PLASTIC BOTTLE 8 CT 96 OZ ,N/A,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001508,200001508,1200001508,0120000150,01200001508,00120000150,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,8 CT,12.0,12000015,120000150,1200001508,NOT Qualified,NOT Qualified,Before 2013,Before 2013,PLASTIC BOTTLE,
7143,0012000015151,DIET PEPSI WITH LIME SODA LIME COLA NR PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001515,200001515,1200001515,0120000151,01200001515,00120000151,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,1 CT,67.6,12000015,120000151,1200001515,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7144,0012000015161,DIET PEPSI WITH LIME SODA LIME COLA CAN 6 CT 72 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001516,200001516,1200001516,0120000151,01200001516,00120000151,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,6 CT,12.0,12000015,120000151,1200001516,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
7145,0012000015181,DIET PEPSI WITH LIME SODA LIME COLA CAN 15 CT 120 OZ ,N/A,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001518,200001518,1200001518,0120000151,01200001518,00120000151,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,15 CT,8.0,12000015,120000151,1200001518,NOT Qualified,NOT Qualified,Before 2013,Before 2013,CAN,
7146,0012000015191,DIET PEPSI WITH LIME SODA LIME COLA CAN IN FRIDGE PCK BX 12 CT 144 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001519,200001519,1200001519,0120000151,01200001519,00120000151,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,12 CT,12.0,12000015,120000151,1200001519,Before 2013,Before 2013,Before 2013,Before 2013,CAN,
7147,0012000015201,DIET PEPSI WITH LIME SODA LIME COLA CAN IN BOX 12 CT 144 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001520,200001520,1200001520,0120000152,01200001520,00120000152,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,12 CT,12.00,12000015,120000152,1200001520,,,,,,
7148,0012000015241,DIET PEPSI WITH LIME SODA LIME COLA PLASTIC BOTTLE 1 CT 20 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001524,200001524,1200001524,0120000152,01200001524,00120000152,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI WITH LIME,PEPSI,N/A,1 CT,20.00,12000015,120000152,1200001524,,,,,,
7149,0012000015282,PEPSI SODA COLA CAN IN BOX 15 CT 180 OZ - 0012000015282,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001528,200001528,1200001528,0120000152,01200001528,00120000152,PChaturvedula,True,2016,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,,,,,,,,,,,,
7150,0012000015321,MOUNTAIN DEW THROWBACK SODA CITRUS DEW PLASTIC BOTTLE 1 CT 67.6 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001532,200001532,1200001532,0120000153,01200001532,00120000153,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW THROWBACK,MOUNTAIN DEW,N/A,1 CT,67.60,12000015,120000153,1200001532,,,,,,
7151,0012000015331,MOUNTAIN DEW CODE RED SODA CHERRY CITRUS DEW CAN IN FRIDGE PCK BX 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001533,200001533,1200001533,0120000153,01200001533,00120000153,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW CODE RED,MOUNTAIN DEW,N/A,8 CT,12.0,12000015,120000153,1200001533,NOT Qualified,NOT Qualified,Before 2013,Before 2013,CAN,
7152,0012000015361,LIPTON ASSORTED PREPARED ICED TEA PLASTIC BOTTLE 24 CT 16.9 OZ ,N/A,SHELF STABLE RTD TEA,PEPSICO INC,PCNA,000015,00001536,200001536,1200001536,0120000153,01200001536,00120000153,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,LIPTON ICED TEA,LIPTON,N/A,24 CT,16.9,12000015,120000153,1200001536,NOT Qualified,NOT Qualified,Before 2013,Before 2013,PLASTIC BOTTLE,
7153,0012000015762,MOUNTAIN DEW SODA DEW PLASTIC BOTTLE 24 CT 288 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001576,200001576,1200001576,0120000157,01200001576,00120000157,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,24 CT,12.0,12000015,120000157,1200001576,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7154,0012000015772,DIET PEPSI SODA COLA PLASTIC BOTTLE 24 CT 288 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001577,200001577,1200001577,0120000157,01200001577,00120000157,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,24 CT,12.0,12000015,120000157,1200001577,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7155,0012000015782,PEPSI SODA COLA PLSTC WRPD PLST BTLS 24 CT 288 OZ ,CARBONATED SOFT DRINKS,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001578,200001578,1200001578,0120000157,01200001578,00120000157,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PEPSI BASE,PEPSI,N/A,24 CT,12.0,12000015,120000157,1200001578,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7156,0012000015911,MOUNTAIN DEW MDX SODA CITRUS PLASTIC BOTTLE 1 CT 14 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001591,200001591,1200001591,0120000159,01200001591,00120000159,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW MDX,MOUNTAIN DEW,N/A,1 CT,14.0,12000015,120000159,1200001591,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
7157,0012000015931,MOUNTAIN DEW SODA DEW PLASTIC BOTTLE 8 CT 96 OZ ,CARBONATED BEVERAGES,CARBONATED SOFT DRINKS,PEPSICO INC,PCNA,000015,00001593,200001593,1200001593,0120000159,01200001593,00120000159,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,MTN DEW BASE,MOUNTAIN DEW,N/A,8 CT,12.0,12000015,120000159,1200001593,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,LRB
